,actual,pred
692,3155.0000000000005,11121.725
693,3960.0,11112.3545
694,3208.9999999999995,11432.904
695,4741.0,11215.521
696,2301.0,11189.458
697,1139.0,10908.772
698,2302.0,11105.48
699,1787.0,10898.478
700,6038.0,10768.191
701,9109.0,10092.352
702,13093.999999999998,9531.583
703,8559.0,8890.406
704,5111.0,8074.581
705,2488.0,7375.1353
706,2427.0,6411.3545
707,2893.0,5157.81
708,5519.0,4099.8066
709,3580.0000000000005,3352.5066
710,3258.0,2577.6863
711,1680.0,2089.2737
712,2183.0,1284.7919
713,1662.9999999999998,835.4151
714,1864.0000000000002,732.37787
715,874.0,387.94858
716,0.0,316.51358
717,0.0,574.0662
718,0.0,510.84155
719,1996.0,686.1505
720,2088.0,951.95166
721,2398.0,1131.9767
722,2344.0,1417.2747
723,2967.0,1850.9343
724,3372.0,2071.7148
725,3130.9999999999995,1981.6155
726,4572.0,2412.4182
727,4237.0,2846.5415
728,4621.0,4878.1367
729,4406.0,5327.3345
730,3110.0,6216.538
731,6377.0,6798.333
732,2543.0,7381.3
733,1534.0,7880.9014
734,1758.0,8181.7485
735,3312.0,8306.55
736,4147.0,8263.615
737,5007.0,8286.898
738,5547.0,8849.83
739,5572.0,9281.881
740,5603.0,9530.572
741,3052.0,9809.578
742,2035.0,9857.508
743,2290.0,10210.579
744,1853.9999999999998,10635.904
745,2034.0,10899.295
746,1369.0,11332.529
747,3155.0000000000005,11378.79
748,3960.0,11459.593
749,3208.9999999999995,11370.953
750,4741.0,11544.502
751,2301.0,11170.401
752,1139.0,10992.456
753,2302.0,10538.822
754,1787.0,10558.8
755,6038.0,10193.946
756,9109.0,9955.072
757,13093.999999999998,9161.927
758,8559.0,8558.952
759,5111.0,7907.3706
760,2488.0,7109.656
761,2427.0,6471.1753
762,2893.0,5595.8613
763,5519.0,4439.5337
764,3580.0000000000005,3510.132
765,3258.0,2880.5354
766,1680.0,2212.7888
767,2183.0,1825.8408
768,1662.9999999999998,1129.4628
769,1864.0000000000002,795.81726
770,874.0,780.4902
771,0.0,514.019
772,0.0,494.60458
773,0.0,823.6699
774,1996.0,799.17773
775,2088.0,1002.25433
776,2398.0,1304.0597
